text_id,Text,task_1,task_2,task_3,Label
hasoc_hi_1443,"रोहित शर्मा कि सेंचुरी पर चर्चा है,...    बिहार में बच्चों कि मौत का भी सेंचुरी लग चुकी है, लेकिन सब खामोश हैं !  #नीच.2",NOT,NONE,NONE,0
hasoc_hi_5059,"गुजरात: स्टैच्यू ऑफ यूनिटी की दर्शक गैलरी में भरा बारिश का पानी, निराश हुए पर्यटक    #StatueOfUnity   https://abpnews.abplive.in/india-news/gujarat-rain-water-create-puddles-in-statue-of-unity-viewers-gallery-1157114 …",NOT,NONE,NONE,0
hasoc_hi_2903,"घरों की बिक्री पर ब्रेक, बजट बढ़ाएगा रफ्तार!  अन्य वीडियो के लिए क्लिक करें http://bit.ly/at_videos    #ATVideo",NOT,NONE,NONE,0
hasoc_hi_5517,#CWC19 भारत ने बांग्लादेश को 28 रनों से हराया. विश्वकप में भारत की छठी जीत के बाद भारत सेमीफाइनल में पहुंचा.   #INDvBAN,NOT,NONE,NONE,0
hasoc_hi_7431,"माल्या को लंदन हाई कोर्ट से मिली राहत, प्रत्यर्पण फैसले के खिलाफ अपील की इजाजत",NOT,NONE,NONE,0
hasoc_hi_2340,India vs England Match Preview: मुश्किलों में घिरे मेजबान इंग्लैंड के सामने भारत की अजेय चुनौती  https://www.wahcricket.com/news/world-cup-2019-india-vs-england-match-preview-desperate-england-seek-upswing-against-rampaging-india-to-keep-semi-final-hopes-alive-138612 …,NOT,NONE,NONE,0
hasoc_hi_3407,"#जब #शेर #चलता है तो #हजारों #कुत्ते #भोकते है ऐसी #कहावत सुना था , #आज #संसद  में #देख ने को भी #मिल गया  #Asaduddin #owaisi",NOT,NONE,NONE,0
hasoc_hi_3909,"माननीय प्रधानमंत्री #मोदी जी, क्या अब भी आपने #प्रज्ञा_ठाकुर को माफ़ नही किया...?",NOT,NONE,NONE,0
hasoc_hi_2742,"वो बात करेंगे कब्रिस्तान की,आप बात करो नारी सम्मान की।  वो बात करेंगे गीता रामायण की,आप बात करो भारतीय सँविधान की।",NOT,NONE,NONE,0
hasoc_hi_7744,अच्छा सुनो संघियों!!    #मोहम्मद_शमी को देशभक्ति दिखाने के लिए 'वंदे मातरम' बोलना पड़ेगा क्या??  #Just_पूँछिन  #INDvsWI #CWC19,NOT,NONE,NONE,0
hasoc_hi_91,"राजस्थान: पंचायती राज उपचुनाव में कांग्रेस की शानदार जीत, बीजेपी को लगा झटका    #Rajasthan   https://abpnews.abplive.in/india-news/rajasthan-by-polls-results-congress-bags-39-of-74-panchayat-samiti-seats-1158957 …",NOT,NONE,NONE,0
hasoc_hi_7322,#कुत्ते #भोंकते है अपने जिंदा होने का एहसास दिलाने के लिए.. मगऱ जंगल का सन्नाटा #शेर की मौजूदगी बंयाँ करता है...  #modi,NOT,NONE,NONE,0
hasoc_hi_1092,इस हार से लगा था कि कुछ तो जरूर सिख जाओगे तुम लोग लेकिन लगता मायावती कि तरह पूरी तरह से विनाश करवा कर ही मानोगी। तुमको लगता बहुत बेशब्री से उस दिन का इंतजार है जब #कन्हैया_कुमार जैसा देश द्रोही दोगला नमक हराम इस देश के टुकड़े करेगा हाथ में पावर ले कर और तुम लोग चाहते भी यही हो।,NOT,NONE,NONE,0
hasoc_hi_3851,#मायावती ने अपने छोटे भाई आनंद कुमार  को #BSP का राष्ट्रीय उपाध्यक्ष व भतीजे आकाश आनंद  को नेशनल कॉर्डिनेटर बनाने का फ़ैसला किया है.     और साथ ही साथ सतीश चंद्र मिश्रा को नीली फाइल लेकर बिना जूता पहने पीछे खड़े रहने की ज़िम्मेदारी दी गयी है।,NOT,NONE,NONE,0
