Unnamed: 0,_id,Text,task_1,task_2,Label
1642,60c5d6bf5659ea5e55defbb4,@Randeep_Sisodia He's dealing with d #ChineseVirus as best as he can much better than Delhi or d financial capital..is it enough..it never is  Not too concerned about d panchayat polls as in UP polls are without symbols so everyone claims victory.  I say again only concern is internal sabotage😉,NOT,NONE,0
3183,60c5d6bf5659ea5e55df0419,@Turbo_Fucker Too bad I'm a dummy not an idiots,NOT,NONE,0
2101,60c5d6bf5659ea5e55df0070,Save Bengal.. ! Police and goons are killing innocent people. Bengalis are again becoming refugees. Is this a repeat of history where innocent helpless Bengalis are again displaced.  #BengalBurning,NOT,NONE,0
2881,60c5d6bf5659ea5e55def15d,"He always knows just how to piss me off, Even if i beg he won't lay off.",NOT,NONE,0
4447,60c5d6bf5659ea5e55defe57,@HireVesuvius I take it comes with a 24/7 hooker?,NOT,NONE,0
4383,60c5d6bf5659ea5e55defdd2,"I think @rolandgarros treatment of @naomiosaka is a disgrace to the sport. Theyr supposed to organize great tennis matches not pimp athletes to media against their will. Naomi's only 'assignment' is to play her game, period. DISGRACE! Erasing tweets not enough, apologies.",NOT,NONE,0
4606,60c5d6bf5659ea5e55def67c,"@raghav_chadha Chadda ji this jumbo vaccination centre has been created by Radha Soami Satsang &amp; BLK, congratulated them but taking all the credit is extremely dishonest. #KejriwalFailsDelhi #ChineseVirus #VaccinationForAll",NOT,NONE,0
4665,60c5d6bf5659ea5e55def909,@ciaran_s21 @james_e1der Hate to be a boring cunt but you can't sweat out alcohol. What you were in fact doing is dehydrating your body more than what it already was after drinking alcohol therefor making your body/brain struggle to function due to lack,NOT,NONE,0
807,60c5d6bf5659ea5e55def504,"@OurTemples People are dying cuz of fear, not due to #WuhanVirus",NOT,NONE,0
2676,60c5d6bf5659ea5e55df0349,"Premier @jjhorgan, to those that book #CovidVaccine appts and are “no shows” which takes away from people who truly want it please start sending them a $75 bill or applying it to their drivers license-just as one would receive from a doctors office. This is unacceptable. 😡🦠💉",NOT,NONE,0
2941,60c5d6bf5659ea5e55df0217,"@replicantpinky @ducksindisguise George: This is a cartoon!  Clerk: Hey, I had to draw that guy from memory. Considering, I think that's damn good.",NOT,NONE,0
1390,60c5d6bf5659ea5e55def8d4,You cannot seek help from someone who got you in trouble in the first place.  #ModiResign #ModiMustResign #ResignModi #Resign_PM_Modi #COVID19 #COVIDEmergency #ModiKaVaccineJumla #RohitSardana https://t.co/g8VI0mu2kl,NOT,NONE,0
929,60c5d6bf5659ea5e55def6e1,Apartheid is apartheid is apartheid is apartheid. Stop silencing us. Speak up for Palestine. #SilenceisViolence #FreePalestine #HumanRights #Islamophobia 🤲🏾🇵🇸❤️ https://t.co/BsZMjasPEV https://t.co/UUyq3MTShl,NOT,NONE,0
2983,60c5d6bf5659ea5e55df0247,"@The_NehaJoshi Very sad, I saw him various debates. Too young to leave. Waiting for #Karma to hit back #China for all these untimely deaths due to #ChineseVirus #WuhanLabVirus.",NOT,NONE,0
54,60c5d6bf5659ea5e55def197,"The enormity of the situation back home is too painful to ignore or not be aware of. Here's a fundraiser, I've started to help people in some way. #IndiaCovidCrisis   Help India Survive COVID-19 https://t.co/T5oDwFmWMi",NOT,NONE,0
1762,60c5d6bf5659ea5e55defcde,@mishtal @cyclingweekly Blatant #Islamophobia and lies in your blog. As for the 'discrepancy' Palestinians weren't driven out but were  fleeing from conflict: that is bullshit on a stick.  Did they jump or were they pushed? It makes little difference. It was a pogrom and Israel is still ethnic cleansing,NOT,NONE,0
1567,60c5d6bf5659ea5e55defaf7,@indiantweeter This is so sad. #CKMKB #chinesevirus has  ruined so many families across the world. 😔,NOT,NONE,0
201,60c5d6bf5659ea5e55def1e1,"@nblnb_brainrot @Whore_on_wheels WHERE ON EARTH HAVE YOU BEEN, I MISSED YOU",NOT,NONE,0
466,60c5d6bf5659ea5e55def2ed,"Save our kids. 🙏🙏🙏  If you know a minor who has lost both parents to covid, you must inform the right person. You must call the right number.  Thread.  #india #CovidIndia #IndiaCovidCrisis #indiacovid https://t.co/Sl6DZioLOg",NOT,NONE,0
1241,60c5d6bf5659ea5e55def77d,"Pls make the #CovidVaccine available.#Ahmednagar Whenever I'm going to book slot for vaccination, it get disappear within fraction of second, like flash sale. Slot opening time is also not fixed, something wrong is happening inside. @Ahmednagarlive  @RTAhmednagar @InfoAhmednagar",NOT,NONE,0
3317,60c5d6bf5659ea5e55def10a,The trending video of Boko Haram converting .. people to Islam..in niger state..en mass... certainly the Islamic north has questions to answer..am not seeing mass condemnation of this shameful act... religion is not by force but by conviction...#UnknownGunmen #Islamophobia,NOT,NONE,0
1101,60c5d6bf5659ea5e55def9b8,@kitkatgirl888 @kingvalkryie_,NOT,NONE,0
1919,60c5d6bf5659ea5e55defd60,"2nd astrazeneca jab this morning, thought I was going to be ok this time so went home, ½ hour later I nearly passed out, dizziness, nausea, tingly face, numb hand and forearm, still a bit queasy, very tired #AstraZeneca #2nddose #COVID19 #CovidVaccine",NOT,NONE,0
942,60c5d6bf5659ea5e55def80d,Beware this is a false account. People are trying to target her.  #BengalBurning  #BengalViolence https://t.co/bfxybjrGqn,NOT,NONE,0
1123,60c5d6bf5659ea5e55def7fe,"Bad news: India’s vaccine shortage--where the country has vaccinated less than 2% of the population and the healthcare system is on the verge of collapse--will last months, it's biggest manufacturer warns - https://t.co/5UzxrX93o5 via @FT #IndiaCovidCrisis #COVIDー19 #India",NOT,NONE,0
1338,60c5d6bf5659ea5e55def9d1,@edcalle @rosende_art @coccinella2000 @JustFateful people who have gotten the #CovidVaccine are now testing positive for #COVID19 &amp; HIV !!!! god...i feel sorry 4 all of uuuuuu !!!! https://t.co/HFIRXrsn7S,NOT,NONE,0
991,60c5d6bf5659ea5e55defa36,@taeildolls they said this about bubonic plague or some shit last year and we’re fine,NOT,NONE,0
4650,60c5d6bf5659ea5e55def7a6,I canâ€™t stop watching the stories coming out of #India. Itâ€™s just devastating to watch. This virus is a beast. #COVID19 #coronavirus #IndiaCovidCrisis,NOT,NONE,0
2389,60c5d6bf5659ea5e55df00f5,There is difference between InvIT &amp; Modi's Jumala!  So stay away otherwise nothing left 😂  #invIT #stocks #investing #investments #NASDAQ100 @suchetadalal @NKStockTalk1 @Anna__XAUUSD @moneycontrolcom @AnilSinghvi_ @business #ModiKaVaccineJumla #AndhBhakt #ModiHataoDeshBachao,NOT,NONE,0
3247,60c5d6bf5659ea5e55df03b3,@Im_Gk14 @Tech_glareOffl You are a damn lucky bastard....,NOT,NONE,0
1460,60c5d6bf5659ea5e55defaff,@WeAllFaulter @metaltxt my mates psychobilly band did some obscure euro fest once with a band called 'THE BOLLOCKS QUIFFS',NOT,NONE,0
2975,60c5d6bf5659ea5e55df0190,Another request to unfollow me if you are still calling #WuhanVirus as either COVID or CORONA.,NOT,NONE,0
2716,60c5d6bf5659ea5e55df03d8,I forgot to mention...I got #CovidVaccine No. 2 this morning. I'm mostly just dehydrated right now. 🤞 it doesn't get any worse. https://t.co/DDd5pHunHR,NOT,NONE,0
853,60c5d6bf5659ea5e55def573,Shit! Accidentally found 1.5 billion aliens. MARTIANS ARE HERE. @elonmusk @SpaceX  #CovidVaccine #CoronaSecondWave https://t.co/DnKR3YPXmm,NOT,NONE,0
3214,60c5d6bf5659ea5e55df03fc,Onus of showing allegiance to infidels. It's heartbreaking to see Osama struggling alone for the judicial killing of his father. A boy whose father sacrificed everything for strongest political party of Bihar yet no one standing beside him.   Drop in reply #JusticeForShahabuddin,NOT,NONE,0
1250,60c5d6bf5659ea5e55def841,This is really the heart of it. Why is the world suddenly concerned about #IndiaCovidCrisis? This visible failure threatens the global capitalistic economy where India was seen as a serious competitor to China. That image is now in shambles; there will be no going back from this. https://t.co/B6NrS2Dho1,NOT,NONE,0
815,60c5d6bf5659ea5e55def5f6,Bhart me agar garreebi hatani h toh population control honga jaruri h👀 Aj agar population kam hoti na log raste pe hote na aj ye din dekne padte 💔...it's painfull when someone loses there loved once🙂 #IndiaCovidCrisis  #CoronaSecondWave  #IndiaNeedsOxygen,NOT,NONE,0
3179,60c5d6bf5659ea5e55df0298,@narendramodi Sir i fully believe you. Only person who can take us out fron this situation is you only sir. I fully believe you But sir we hate #China. #Chinesevirus killed so many of our country people. #China intentionally did all this,NOT,NONE,0
343,60c5d6bf5659ea5e55def3c9,"India COVID-19 second wave: I am angry. My father and I have COVID, my mother has cancer  @Nidhi writes in @gulf_news  https://t.co/PLCjop5v9P | #IndiaCovidCrisis",NOT,NONE,0
1422,60c5d6bf5659ea5e55defad5,"Sadly Bengal trails while Goa, Kerala, Odisha have administered more than allotted doses by making use of leftover in #CovidVaccine vials. Speaks of the efficiency of the concerned health depts.  WB Govt can do a lot more than be a mere cry baby accusing the centre of all ills. https://t.co/25gcGj7no9",NOT,NONE,0
1846,60c5d6bf5659ea5e55defcd7,why U R unable to #cancel12thboardexams2021  students are fully depressed and  stressed  whole year they were in doubts only and now also they are what our govt is doing  if doubts.....not cleared since one year  @DrRPNishank   @EduMinOfIndia   @SonuSood   @ #ResignPMmodi,NOT,NONE,0
1765,60c5d6bf5659ea5e55defd14,@harrymedicine0 oh.. well I hope he just minds his own damn business then🙂,NOT,NONE,0
1519,60c5d6bf5659ea5e55defc45,@nicks_79 Incompetence in everything from demonitization to Covid and spreading hatred. We all lost our peace of mind.#ResignModi  #ResignPMmodi,NOT,NONE,0
1439,60c5d6bf5659ea5e55defb4d,"CNN visited a government run hospital in Uttar Pradesh, India, and found scenes of profound suffering as the nation grapples with the coronavirus crisis. #COVIDEmergencyIndia #Resign_PM_Modi  #YogiJhootaHai    https://t.co/6gZUQS0kcK",NOT,NONE,0
781,60c5d6bf5659ea5e55def56f,Really miss you 😘😢😭  #Mohammadshahabuddin  #JusticeForShahabuddin #Shahabuddin https://t.co/7EwoctwVdi,NOT,NONE,0
758,60c5d6bf5659ea5e55def559,Dont Ever try this to cure #Covid19  #chinesevirus #CKMKB https://t.co/QtAWgXqQdw,NOT,NONE,0
1274,60c5d6bf5659ea5e55defa67,@pimp_potion https://t.co/p2FlxsKjaV,NOT,NONE,0
1078,60c5d6bf5659ea5e55def7ef,Bitch,NOT,NONE,0
1154,60c5d6bf5659ea5e55defa1a,"@PresidencyZA @CyrilRamaphosa why are people travelling from India allowed in the country.   The situation in India is devastating. Please can you ban travellers from #India, all forms of travelling.  Please. #IndiaCovidCrisis #ProtectSouthAfrica",NOT,NONE,0
272,60c5d6bf5659ea5e55def347,It’s absolutely disturbing to see the violence in Bengal. I hope the authorities book the culprits soon. I deeply condemn it. There should be no place for such violence in Bangal or anywhere in the country. #BengalViolance  #BengalBurning,NOT,NONE,0
1240,60c5d6bf5659ea5e55def732,"This is a crisis of your making. Modi  cannot solve it. He can only make it worse.This virus prospers in an atmosphere of fear and hatred &amp; ignorance please sir, please, step aside. At least for now.We need a government #ResignModi #ModisCrimeAgainstIndia https://t.co/DGNiWJb4cT",NOT,NONE,0
2896,60c5d6bf5659ea5e55df01d8,@mixtapeminimus1 Shit is sexy,NOT,NONE,0
1264,60c5d6bf5659ea5e55def98f,"despicable that  @BCCI was continuing with #IPL2021 &amp; diverting govt resources when #IndiaCovidCrisis is at its peak. Hopefully some sense prevails now and this circus is canceled  Chakravarthy, Warrier test positive for Covid-19; KKR vs RCB rescheduled https://t.co/6Hta1IaSRH",NOT,NONE,0
57,60c5d6bf5659ea5e55def1fd,"@salonayyy What a tragedy, it's beyond a nightmare. May Almighty give the bereaved family strength and courage. #DelhiNeedsOxygen #IndiaNeedsOxygen #IndiaCovidCrisis #modioxygendo #ModiMadeDisaster #ModiDisasterForIndia #BjpDestroyedIndia",NOT,NONE,0
1974,60c5d6bf5659ea5e55deff08,"So I got vaccinated recently 👏🏾On day 1 I experienced a headache and a blocked nose. On Day 2 I experienced chills, nausea and dizziness.  #sisonkestudy #CovidVaccine #covid19SA #COVID19 https://t.co/Pil6uWq4GL",NOT,NONE,0
