Unnamed: 0,_id,tweet_id,Text,task_1,task_2,Label
3726,60c5d7495659ea5e55df1c75,hi_hasoc_2021_3726,ओम शांती 🙏  We should never forgive the Chinese for #ChineseVirus https://t.co/AaU2IejP4I,NOT,NONE,0
1751,60c5d7495659ea5e55df0ced,hi_hasoc_2021_1751,शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं #JusticeForShahabuddin,NOT,NONE,0
4009,60c5d7495659ea5e55df1cfd,hi_hasoc_2021_4009,छिलने के लिए मटर @BJP4India के टॉप लीडरशिप के लिए | #BengalBurning  #BengalViolence https://t.co/ctt3DZ0tNn,NOT,NONE,0
2037,60c5d7495659ea5e55df0fbb,hi_hasoc_2021_2037,जो शहाबुद्दीन के साथ हैं वो इस ट्वीट को रीट्वीट करें और इस हैसटैग पर ट्वीट करें #JusticeForShahabuddin,NOT,NONE,0
1234,60c5d7495659ea5e55df0a47,hi_hasoc_2021_1234,#bengalviolence Be careful everyone. Some unscrupulous people are posting these pictures on social media to spread tension in the state and the country.  #CovidIndia #COVIDEmergencyIndia #ममता_की_निर्ममता #SpinelessBJP #SpinlessBJP #बंगाल_हिंसा #COVIDEmergency   #BengalBurning https://t.co/WS4fLt2q6V,NOT,NONE,0
2850,60c5d7495659ea5e55df1687,hi_hasoc_2021_2850,#Vaccine_और_MSP_दो #ExitModi  #ResignPMmodi  #FarmersProtest https://t.co/prQa1aY5dZ,NOT,NONE,0
2439,60c5d7495659ea5e55df1295,hi_hasoc_2021_2439,"'कोरोना काल में मानवता की एक मिसाल'  बार बार, हर बार  ""सिंह इज किंग""  @officialdsgmc @DSGMCDelhi @ManjitGK  @khalsaaid_india @Khalsa_Aid सिखों से मिल रही है मानव सेवा की सीख।। #Sikh  #banglasahib  #Punjabi  #gurudwara  #खालसाऐड #COVID19 #IndiaCovidCrisis  #IndiaCovidRelief",NOT,NONE,0
581,60c5d7495659ea5e55df07a0,hi_hasoc_2021_581,"@ashutosh83B @_YogendraYadav दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE,0
5349,60c5d7495659ea5e55df1374,hi_hasoc_2021_5352,"@BachchaPandey2 *ओसामा साहब ने सिर्फ उस ट्वीट और ट्विटर अकाउंट को फर्जी बताया है ना कि राजद का पक्ष लिए और ना की राजद का गुणगान किये है, संयम रखिए जल्द ही सब कुछ सामने आएगा।* #JusticeForShahabuddin",NOT,NONE,0
3519,60c5d7495659ea5e55df196d,hi_hasoc_2021_3519,बस यहीं बाकी था @aajtak @IndiaToday आसमानी asteroids दिख गया लेकिन बंगाल में हो रहें अत्याचार नहीं दिख रहा है.  ऑफिस में बैठ कर जासूस बन के fact check खेल रहे हैं.  #BengalViolence  #BengalBurning https://t.co/T3yEsbaEux,NOT,NONE,0
3802,60c5d7495659ea5e55df1a6e,hi_hasoc_2021_3802,"अलविदा शेर-ए-बिहार… अल्लाह आपकी मग़फ़िरत फरमाए, आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए. ..  #JusticeForShahabuddin https://t.co/ee2BF3OlpL",NOT,NONE,0
3412,60c5d7495659ea5e55df1a03,hi_hasoc_2021_3412,~  इज्जत तोह थी न आपकी             नफ़रत में इज़ाफ़ा हो गया                     #IndiaCovidCrisis #IndianLivesMatter,NOT,NONE,0
1654,60c5d7495659ea5e55df0de8,hi_hasoc_2021_1654,@cricketcomau @UNICEFIndia @CricketAus Thank you cricket australia 🇦🇺 for showing big heart for our country🙏 🇮🇳 #IndiaNeedsOxygen #IndiaCovidCrisis #लड़ेंगे_जीतेंगे,NOT,NONE,0
2018,60c5d7495659ea5e55df0e78,hi_hasoc_2021_2018,@friendsofrss @aqeel261065 क्या गजब की इज़्ज़त है बंगाल में महिलाओं की ऐसे बे आबरू करना एक महिला को उसके बच्चे के आगे ऐसा भारत के किसी और राज्य में नहीं होता।#BengalBurning #BengalViolence,NOT,NONE,0
4182,60c5d7495659ea5e55df1924,hi_hasoc_2021_4182,हक की आवाज को मजबूत कीजिए एक बार फिर से लिखिए #JusticeForShahabuddin,NOT,NONE,0
247,60c5d7495659ea5e55df069a,hi_hasoc_2021_247,"आजकल एरे गेरे लोग,मोदीजी को चैलेंज कर रहे है   मोदीजी का भूतकाल नहीं पता इनको   #BengalBurning  #WestBengal",NOT,NONE,0
