ID,Text,label,Label
facebook_corpus_msr_1003353,"देखें लाइव : संविधान के डिजिटल संस्करण का विमोचन, पीएम मोदी ने कहा - समय के साथ बदलते हैं मायने http://khabar.ndtv.com/videos/live/channel/ndtvindia",NAG,0
facebook_corpus_msr_1005984,लोकसभा अध्यक्ष सुमित्रा महाजन ने सदन में कांग्रेस के उपनेता अमरिंदर सिंह का इस्तीफा आज स्वीकार कर लिया.,NAG,0
facebook_corpus_msr_1033735,रिजर्व बैंक ने आज लोगों से कहा कि वे नकदी को घर में जमा नहीं करें क्योंकि नोट की पर्याप्त आपूर्ति है और इसकी कोई तंगी नहीं है.,NAG,0
facebook_corpus_msr_1033736,Kashmir ke bhatke huve nojvan sahi raste pr aaye bhatkane se inkar kr diya pta nhi kya huva,NAG,0
facebook_corpus_msr_1034363,"शुक्रवार से काउंटर पर जाकर दो हज़ार रुपये तक के ही पुराने नोट बदले जा सकेंगे, फिलहाल यह सीमा 4500 रुपये है : सरकार",NAG,0
facebook_corpus_msr_1034484,hahhaah kya fekta hai yaar,NAG,0
facebook_corpus_msr_1034514,Ghareeb ko na satao,NAG,0
facebook_corpus_msr_1034516,sach me naine bhe feel kiya,NAG,0
facebook_corpus_msr_1034518,Ravis kumar ko mera salam,NAG,0
facebook_corpus_msr_1036373,सरकार के नोटबंदी के फैसले पर आज राज्यसभा में हुई चर्चा के दौरान विपक्ष ने प्रधानमंत्री नरेन्द्र मोदी की उच्च सदन में उपस्थिति की मांग की ताकि वह ‘‘देश को प्रभावित करने वाले इस महत्वपूर्ण मुद्दे’’ पर सभी दलों की राय सुन सकें.,NAG,0
facebook_corpus_msr_1036377,positive news dikhaye kyu sab negative news dikha rahe ho.,NAG,0
facebook_corpus_msr_1041523,"गुरु नानक जयंती की छुट्टी के बाद देशभर के सभी बैंक आज फिर से खुलने जा रहे हैं, लेकिन बैंकों और एटीएम के बाहर लोगों की लंबी कतार बीती रात से ही लगने लगी थी.",NAG,0
facebook_corpus_msr_1041528,Kam se kam maa ko to gandi rajniti se door rakho,NAG,0
facebook_corpus_msr_1041531,pata nhi aage aur kya kya hoga....,NAG,0
facebook_corpus_msr_1041537,Rahul gandhi ko bol rahe the ise kya zrurt h line khade rahe ne ki....  To modi k Maa ko kya zrurt h bank me ane ki...,NAG,0
facebook_corpus_msr_1063694,बांग्लादेश ने माफिया सरगना दाऊद इब्राहिम के एक शीर्ष सहयोगी को उसकी कैद की सजा खत्म होने पर सोमवार को रिहा कर दिया. उसे भारत प्रत्यर्पित करने की अटकलें लगाई जा रही हैं जहां उसे बॉलीवुड संगीतकार गुलशन कुमार की 1997 में हत्या के मामले में दोषी ठहराया गया है.,NAG,0
facebook_corpus_msr_1063698,"JOB...JOB...JOB...
आइए digital india से जुड़िए
अपने Andriod mobile से
अब RS 5000-50000/महीना कमायें.
बस आपको Advertising करना है.
और कम्पनी आपको हर माह आपके बैंक एकाउंट मे रूपया देगी...
बस आप इस whatsApp no. +917073030555 पर ""JOIN"" लिख कर send कीजिए",NAG,0
facebook_corpus_msr_1081368,"पारसी समुदाय की पत्रिका 'पारसियाना' के संपादक जहांगीर पटेल ने कहा, ""पारसी नाराज़ हैं, क्योंकि साइरस मिस्त्री और रतन टाटा की लड़ाई बोर्डरूम की बातचीत न रहकर सार्वजनिक हो गई... हमें उम्मीद है कि यह जल्द ही खत्म हो जाएगा...""
#TataSons #Parsis",NAG,0
facebook_corpus_msr_1088317,आखिरकार लंबे इंतज़ार के बाद मशहूर एंट्री-लेवल हैचबैक रेनो क्विड के एएमटी वर्जन भारतीय बाज़ार में दस्तक देने को तैयार है। रेनो क्विड एएमटी को नवंबर के दूसरे हफ्ते में लॉन्च किया जाएगा।,NAG,0
facebook_corpus_msr_1089557,isliye india ko hmsa se sikho pe garb ho ta hn .tab b jb sikho ne zalims kutte jigadi mughulo ko mar mar india se dafa kr k arab main send kr diya tha.....,NAG,0
facebook_corpus_msr_1089561,Tari kurbani ko salam....,NAG,0
facebook_corpus_msr_1095338,तिरुवनंतपुरम: उच्चतम न्यायालय के पूर्व न्यायाधीश मार्कंडेय काटजू ने सोमवार को कहा कि शीर्ष अदालत ने सौम्या मामले में आरोपी को दिए गए मृत्युदंड को आजीवन कारावास में बदलकर गंभीर भूलें कीं और इसकी वजह यह है कि न्यायाधीश लंबित मामलों के भारी बोझ की वजह से मामलों पर ज्यादा समय नहीं दे पाते हैं.,NAG,0
facebook_corpus_msr_1096120,Dhoni  ko openning karna chahiye kyuki dhoni tik k khelne bala khilari h,NAG,0
facebook_corpus_msr_1096345,"अपने पिछले ब्लॉग में मैंने एक बात अधूरी छोड़ दी थी. वो थी साहस की. मैंने लिखा था कि कला में साहस की ज़रूरत होती है, पर बॉलीवुड तो एक इंडस्ट्री है. वो एक अधूरी बात थी. साहस की ज़रूरत इंडस्ट्री में भी होती है, जो उत्कृष्ट करना चाहते हैं, अपनी सीमाओं का विस्तार करना चाहते हैं, वो…",NAG,0
