Unnamed: 0,_id,Text,task_1,task_2,Label
3035,60c5d6bf5659ea5e55df0487,This 1961 John Lee Hooker blues song was covered by the blues-rock band in 1965. https://t.co/vrpj2LlXxL,NOT,NONE,0
5119,60c5d6bf5659ea5e55def23c,@LadyOcciput A huge load of bollocks tbh,NOT,NONE,0
4027,60c5d6bf5659ea5e55defc9b,New In stock and available now Marvels Shag Chi pops range!! https://t.co/PyvNKUvI0N #Shangchi https://t.co/jFQ5iE9O5R,NOT,NONE,0
4295,60c5d6bf5659ea5e55defd24,This is not governance. This is ANARCHY... INDIA NEEDS A GOVERNMENT! #ResignModi #ExitModi https://t.co/aJDfNgXgHR,NOT,NONE,0
813,60c5d6bf5659ea5e55def5c3,Inaccurate claims about the #COVIDVaccine can circulate quickly - stop the spread of #FalseInformation. Check before you share. @NHSEngland is the best source of info about the Covid-19 vaccine ⬇⬇ https://t.co/Q7AEfMqSaX https://t.co/CSMiNTNXUM,NOT,NONE,0
3090,60c5d6bf5659ea5e55df0382,"@PaulKuharskyNFL Lamm vs Radunz, Hooker vs Cruikshank/Farley/Smith. Reynolds vs Fitzpatrick. Murchison/Weaver. Evans/Brown/Long for MLB reps too. Woodside vs Kizer. I know a lot aren't at OTAs but the lack of depth will make training camp interesting",NOT,NONE,0
2949,60c5d6bf5659ea5e55df00c6,Love is a crazy fucker,NOT,NONE,0
1367,60c5d6bf5659ea5e55defa0b,@297_ArubaLover This is especially ridiculous considering some would pay for a fake #CovidVaccine card when the vaccines are FREE  1/2,NOT,NONE,0
3189,60c5d6bf5659ea5e55df04a2,Who are these people? The omelette chef at Mar-a-Lago? His hooker friends? The groundskeepers at his golf course? https://t.co/Xl523uY2GQ,NOT,NONE,0
763,60c5d6bf5659ea5e55def57d,@SureshNakhua Om Shanti.  Curse this #ChineseVirus,NOT,NONE,0
4738,60c5d6bf5659ea5e55def850,Please resign ðŸ™ðŸ½ #COVIDEmergencyIndia #ModiMadeDisaster #Resign_PM_Modi Roy: We need a government https://t.co/9tXOMDz3HS via @scroll_in,NOT,NONE,0
2324,60c5d6bf5659ea5e55df025f,China is so angry... they might release the latest variant of #WuhanVirus to take revenge. Already we have received the AP strain in Andhra which is 15 times more virulent. https://t.co/fU2a2fpGhE,NOT,NONE,0
1040,60c5d6bf5659ea5e55def8a9,"#ResignPMmodi  When Religion , personal faith of a individual , when this personal faith became a major deciding factor for electing a government , We can see now how we are suffering ... Painful to see our India suffering like this....",NOT,NONE,0
179,60c5d6bf5659ea5e55def266,#BengalBurning #ArrestMamata Sadly no news channel is covering this!People of westbengal are on their own &amp; are fleeing to Assam to avoid being raped and killed! @BJP4India you are in centre and yet you are #spinelessbjp Show that u can protect us! The visuals are heartwrenching https://t.co/JhyXS1EGZO,NOT,NONE,0
1470,60c5d6bf5659ea5e55defc66,@decayed_fucker jaaa aber ist hakt a1 also 125ger,NOT,NONE,0
4750,60c5d6bf5659ea5e55def8f1,"You know what Jono,even Australian Indians don't agree with you,so stop pandering to the left and get back to what you are best at and that is commonly sense reporting. #auspol #qanda #9today #sunrise #thedrum #insiders #THEPROJECTTV #IndiaCovidCrisis https://t.co/eeNRNqZ0FR https://t.co/eekf9pc0H7",NOT,NONE,0
2420,60c5d6bf5659ea5e55df01f4,"20 million infected in India, tuning out of oxygen?! This is real bad 😲 #indiacovid #COVIDEmergency2021 #IndiaCovidCrisis #IndiaCovidCrisis",NOT,NONE,0
1500,60c5d6bf5659ea5e55defbbb,"@Olacabs  People are not stepping out and don't even encourage. Stop calling me everyday to increase my postpaid limit. If you can do something worthwhile, please help people in need of oxygen, ICU beds, medicines. #IndiaFightsCorona #IndiaCovidCrisis #HelpingIndiaBreatheAgain https://t.co/lC9HSuD8wP",NOT,NONE,0
3130,60c5d6bf5659ea5e55df03b7,"Dear @CDCgov I lied on my v-safe check in.. I am NOT ok. Everything hurts, I have chills, headache, abdominal pain, fatigue, etc #CovidVaccine #COVID19 #Moderna #FullyVaccinated",NOT,NONE,0
2821,60c5d6bf5659ea5e55df0396,@OwoPath @Ludens_Void https://t.co/VkQWVVNnYA,NOT,NONE,0
1930,60c5d6bf5659ea5e55defe63,"Masks are useless, the lockdown caused more deaths! #COVID19India #CovidVaccine #COVID19 #COVIDSecondWave #MaskUp #COVIDIOT #lockdown https://t.co/smlagNnXV2",NOT,NONE,0
4670,60c5d6bf5659ea5e55def93e,So many people were died because they didn't get oxygen cylinder and vanti bed in hospital. Every body is in panic situation bt goverment doesn't want to help. They want spend more money for their luxury .....#Resign_PM_Modi https://t.co/CD0X3fDW7y,NOT,NONE,0
65,60c5d6bf5659ea5e55def183,"India is suffering from the COVID-19 crisis, let’s all give a hand to India 🇮🇳 my heart goes out to the family who have lost their loved ones 🙏🏽#IndiaCovidCrisis",NOT,NONE,0
649,60c5d6bf5659ea5e55def4e2,Vote for your Allianz #Premier15s hooker of the season:,NOT,NONE,0
1041,60c5d6bf5659ea5e55def8af,"The brackets that he uses for ""(still)"" is scary though.  #BengalBurning  #spinelessmodi  #IsupportModi  #SwaraBhasker  #Mr.Modi https://t.co/aAvA3EAHeF",NOT,NONE,0
2406,60c5d6bf5659ea5e55df027e,Horrible and Heart breaking. Feel the helplessness :( https://t.co/thjGnbTeoY  #IndiaCovidCrisis #PakistanstandswithIndia,NOT,NONE,0
527,60c5d6bf5659ea5e55def34a,@wt_phuk Every time I read a news of death I curse China. If any time human rights ppl have to speak up it was this pandemic that began because of #ChineseVirus,NOT,NONE,0
3011,60c5d6bf5659ea5e55df0303,@KaushalyaFem @chrisamason @dblackal Thatâs not snooping itâs stalking. And stalkers can be dangerous. Bloody hell im worried for you.,NOT,NONE,0
3292,60c5d6bf5659ea5e55def17f,"We want this INDIA Not the INDIA where parties devide us into religions. Stop spreading fake news of #BengalBurning Don't b a victim of #ITCell s shameless, crural ,dangerous propagenda to make religious riots n mind diversion from covid facts abt reality. https://t.co/q4znQxJ1Zw",NOT,NONE,0
2259,60c5d6bf5659ea5e55df00a4,shit actually makes sense now,NOT,NONE,0
2638,60c5d6bf5659ea5e55df0432,Dont get distraught by what U read on #IndiaCovidCrisis 2day🇮🇳 ranks 117 globally on #COVID19 deaths per Mn pop YES R #healthcare resources R stressed &amp; stained BUT its becoz of 🇮🇳pop size &amp; No healthcare sys 🌏 was ready 4 the #pandemic V need to stay +ve &amp; keep up the gud fight https://t.co/sS96i0v2yu,NOT,NONE,0
1118,60c5d6bf5659ea5e55def756,@horroraborealis I hope both of them would be smart enough to stay away from the damn bear 😆,NOT,NONE,0
1935,60c5d6bf5659ea5e55defef2,@IndianExpress #IndiaCovidCrisis India 🇮🇳 Spent $$$Billions on Nuclear ☢️ Weapons. But can’t build a 1800’s Oxygen Electrolysis plant. #Karma,NOT,NONE,0
2414,60c5d6bf5659ea5e55df016b,Why is the situation so so bad in Delhi for oxygen??? Its breaking my heart when I am reading what people are going thru !!! #IndiaCovidCrisis #DelhiNeedsOxygen,NOT,NONE,0
3451,60c5d6bf5659ea5e55def3e8,"My heart is bleeding. #COVID19 you left a void in my life, my heart and my soul. #IndiaCovidCrisis",NOT,NONE,0
987,60c5d6bf5659ea5e55def9b1,@SunainaHoley Because no one can predict about Silent voters  Its like Silent Chinese covid virus  Please don't ask what went wrong🙏  He have done good than CHAI biscuit NEWS ANCHOR...  #chinesevirus,NOT,NONE,0
45,60c5d6bf5659ea5e55def113,An important update on the #IndiaCovidCrisis that continues to affect the country’s ability to treat severely ill patients.👇 https://t.co/vS6Rtox3EP,NOT,NONE,0
1206,60c5d6bf5659ea5e55defa74,@EUPakistan @AKaminara @ForeignOfficePk @SMQureshiPTI @ShireenMazari1 #Pakistan #GSP+   #EU vs #Islam #Muslim  #France #EU in TRAP against #Islamophobia. #BeVigilant. It's to anger EU #Muslims to radicalize &amp; use them in #terrorism against EU. Don't be stupid. Understand game?  @EU_Commission @OIC_OCI @GovtofPakistan @OfficialDGISPR @francediplo_EN https://t.co/o5jTstxu8y,NOT,NONE,0
2289,60c5d6bf5659ea5e55df0227,Helplessness and despair seeing India struggle under #humanitarian crisis. Heartwrenching uncertainty if my corner of the world will recover and come out on the other side of it 😥 #IndiaCovidCrisis #PrayForIndia https://t.co/BoahCiPeWa,NOT,NONE,0
2459,60c5d6bf5659ea5e55df018f,@MJosling53 And here we go again in a mad scramble to find vaccination locations! This is just creating anxiety! What a mess. #onpoli #CovidVaccine #FordFailedThePeople,NOT,NONE,0
740,60c5d6bf5659ea5e55def564,@WhizzStock grieves over the heinous crimes against humanity in #WestBengalViolence where opponents r mercilessly killed Women raped &amp; murdered So many #Nirbhaya in #BengalBurning National outrage Missing? #MamtaisTerrorist &amp; must b punished #HinduGenocideBengal #HindusMustUnite https://t.co/1Y7heN8i11,NOT,NONE,0
1593,60c5d6bf5659ea5e55defc7d,"I got my #CovidVaccine shot for her 👇🏼. Because now if I get sick, I won’t be headed to the hospital or ICU and I can still take care of my daughter. And having the peace of mind that she won’t lose her mother to #COVID19 #GotMyShot https://t.co/SodfLl65j9",NOT,NONE,0
2187,60c5d6bf5659ea5e55deff8b,@HeTheWave Maaaaaaaan I gotta catch you up on some shit. I'll call you after I finish this hw,NOT,NONE,0
1024,60c5d6bf5659ea5e55defa90,"@frank_drebin @AlexBerenson @CDCgov Precisely, TPTB don’t mind using #VAERS to justify the #CovidVaccine in pregnancy even tho there hasn’t been one pregnancy followed from conception to birth, but when it comes to #vaccineSideEffects then VAERS is unreliable! The hypocrisy https://t.co/x1mo44fs9H",NOT,NONE,0
4734,60c5d6bf5659ea5e55def7ff,"Dreadful and terrifying, global health inequality laid bare #IndiaCovidCrisis https://t.co/BUIc2v5zlY",NOT,NONE,0
834,60c5d6bf5659ea5e55def5fc,@AuntyHelen46 Starsky &amp; Hutch's Torino.,NOT,NONE,0
2378,60c5d6bf5659ea5e55df01c9,Nothing new bro...we were warned about them almost 7 decades ago...if only we had acted on the advise 😞 #ResignModi #Resign_PM_Modi https://t.co/D9UyHXRyKg https://t.co/c54X6R7gHv,NOT,NONE,0
9,60c5d6bf5659ea5e55def1a9,"I raised concerns of breach of The Modern Slavery Act 2015, The Equality Act 2010 and experience of #Racism and #Islamophobia within the Architectural Profession. #I lost my career and am now unemployable🤔",NOT,NONE,0
1579,60c5d6bf5659ea5e55defbfa,The inhumane violence that has erupted in West Bengal is very unfortunate. #BengalBurning #BengalViolence #Bengal #BJP #bjp4india https://t.co/r5uB8acbBP,NOT,NONE,0
3672,60c5d6bf5659ea5e55deffd3,This might sound stupid but just fathom thisâ€¦ theres 7.6 billion people in the world.. only 328 million of that is the US.. there is 1.3 billion in india ðŸ˜µ the chances of being born in the US is SLIM #IndiaCovidCrisis #COVID19India #America,NOT,NONE,0
1759,60c5d6bf5659ea5e55defe9a,Worth the read. https://t.co/9Sppg57kOh,NOT,NONE,0
2452,60c5d6bf5659ea5e55df00d7,@camanpour @RanaAyyub More than anything else - this inability to ask him questions or hold him to account- has been India's biggest failure. #ResignModi,NOT,NONE,0
945,60c5d6bf5659ea5e55def889,It’s upsetting to watch western reporters talk down to Indian hospital administrators about why they can’t handle the crisis while ignoring imperialism/corporations that have raped Indian resources for 300 years.  Leaving so many with so little. That’s Why...  #IndiaCovidCrisis,NOT,NONE,0
969,60c5d6bf5659ea5e55def9d0,I understand when people do me shit  but once  I reciprocate I got tagged the bad egg 🤦,NOT,NONE,0
1315,60c5d6bf5659ea5e55def74a,PIMP with PINS Lapel Pins  VINTAGE  Coat Hooks  Patches  https://t.co/4RKrcLbG62 via Etsy Pinback ButtonsButton PinsVintage Mid CenturyGerman PinsAdvertising PinsAnimal pinsenamel pinlapel pinpins and patchesjewelry brooch50s 60s 70s 80s 90sclothes pinDrum trumpet https://t.co/ArpK6MgpCY,NOT,NONE,0
1417,60c5d6bf5659ea5e55defc26,Narendra Modi’s credit history is so bad.  Because Modi takes credit from every place. Be it ISRO or Vaccine Certificate.  #ModiKaVaccineJumla #ModiResignOrRepeal  @ReallySwara @ravishndtv #KissanEktaJindabad,NOT,NONE,0
1213,60c5d6bf5659ea5e55def73e,What’s with all the hooker followers?,NOT,NONE,0
1505,60c5d6bf5659ea5e55defc4a,Absolutely horrifying. We need the Biden-Harris Administration to act NOW and send emergency medical aid and vaccines 💉 to stop the bleeding. I am so worried about India. #IndiaCovidCrisis #IndiaNeedsOxygen https://t.co/QlfVS2cNuf,NOT,NONE,0
601,60c5d6bf5659ea5e55def557,@tarang_chawla I am saddened that our AUS Govt and our mainstream media seem to have no interest in supporting and comforting Indian Australians affected by the unfolding #IndiaCovidCrisis. The coverage on @abcnews and @SBSNews is very good but very distressing. 🙏😥 #COVID19India,NOT,NONE,0
1405,60c5d6bf5659ea5e55defae6,@Nabyllionaire Impressive how our literal record appearence holder is so much of a twat that even his own fans don't like him,NOT,NONE,0
1163,60c5d6bf5659ea5e55def77e,@Ravers @Fumez pimp logo. would you re-tweet my work if I make that logo an emblem?,NOT,NONE,0
417,60c5d6bf5659ea5e55def37a,#IndiaCovidCrisis is horrible I feel so sad for the people of India right now smh.,NOT,NONE,0
1409,60c5d6bf5659ea5e55defb07,Sad to say this was bound to happen #CovidVaccine  https://t.co/VIrNaTXQNN,NOT,NONE,0
3413,60c5d6bf5659ea5e55def41b,"@cervixen @WohYeahWohYeah How is demonizing trans people and their allies ""standing up for women's rights""? Go on, piss off.",HOF,PRFN,1
4541,60c5d6bf5659ea5e55def5ee,@chiIdeKisser and my dad is an asshole,HOF,PRFN,1
2708,60c5d6bf5659ea5e55df02a2,"For an unschooled , neiscent man who divided our society on the grounds of religious intolerance, the harsh truth has hit back harder . The PM has shown no intellect or competence in handling the pandemic or the country.   Education does matter.   #ModiKaVaccineJumla",HOF,OFFN,1
2128,60c5d6bf5659ea5e55deff82,@globaltimesnews We are  suffering due to #WuhanVirus. Shame on #China .,HOF,HATE,1
3736,60c5d6bf5659ea5e55deffaf,"@petermauriceuk @Garymcb73 @henrywinter ALL! That says it all about you and twitter, should have a warning against your account for talking absolutely bollocks..... ALL ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",HOF,PRFN,1
4085,60c5d6bf5659ea5e55defb5e,whore isnâ€™t even an insult at this point idk why men use it. like how am i gonna be offended by a word that men brainlessly use against virgins it has no meaning,HOF,HATE,1
3149,60c5d6bf5659ea5e55df046f,"@free_thinker @narendramodi @AmitShah @BJP4India @BJP4India needs to go, period. This idea of having someone else from the same party who is lesser evil will never work. The people lower down the ladder are even more venomous, e.g. @myogiadityanath.  #Tru",HOF,OFFN,1
2554,60c5d6bf5659ea5e55df02f6,What the **** is happening in our country in this pandemic situation .. we are getting help from foreign countries and our country is doing shits like this?  #ResignModi  @BBCWorld  @AlJazeera https://t.co/Ls3sUq9uXq,HOF,PRFN,1
1977,60c5d6bf5659ea5e55deff5f,Suck his dick at home call that house head,HOF,PRFN,1
719,60c5d6bf5659ea5e55def56a,jesus!!! fuck shit!!! son of a fucking bitch i am at my limit!!!!! holy shit!!!!,HOF,PRFN,1
2208,60c5d6bf5659ea5e55df0009,If I had a trapper i b out here hitting mfs just cause they piss me off,HOF,PRFN,1
