ID,Text,label,Label
facebook_corpus_msr_421479,For road projects you can bring IPO along with PPP,NAG,0
facebook_corpus_msr_378942,My grandfather was also in in Indian army & my school friend is also in bsf at the post of sub inspector,NAG,0
facebook_corpus_msr_1890576,"This year 70 women bikers draped in traditional nauvari saris took to the streets at Girgaum, Maharashtra for a bike rally an it was quite a sight!",NAG,0
facebook_corpus_msr_487652,"Anuj any idea about sterlite technologies it moved 4 .5% today , can we expect more",NAG,0
facebook_corpus_msr_409244,It should be decided after 2014 general election than only the fair position will come out.,NAG,0
facebook_corpus_msr_1492998,"Awesome....
Well played sir...
Need Cup....",NAG,0
facebook_corpus_msr_1804866,yeah .. BJP too thought they will stay in Punjab and Goa,NAG,0
facebook_corpus_msr_1805017,"What's his intention ....but thanks he gave India honest leaders like Kejriwal, Sisodia.",NAG,0
facebook_corpus_msr_408517,what presume in 2014election.your marty got maximum seat or party of kirti jha azad .whey p m still from other party think your party have chance to got majority.,NAG,0
facebook_corpus_msr_470177,"Whenever there is change in any process, there is always a transition period which lasts for some period. So nothing to worry about.",NAG,0
facebook_corpus_msr_1613997,Internally the real hero of this movie is... S S RAjAMOULI SIR,NAG,0
facebook_corpus_msr_418307,"One nation one tax is a, myth ha ha. Great going.....",NAG,0
facebook_corpus_msr_1945612,Dhananjay Aggarwal he has a point,NAG,0
facebook_corpus_msr_484353,You should arrange an convention in Los Angeles gonna come there I have some questions regarding this,NAG,0
facebook_corpus_msr_455918,Thanks CNBC-TV18 for sharing this event live because bajaj webcast fails,NAG,0
facebook_corpus_msr_399479,Just read ur news channel tomorrow.. Will get the answer,NAG,0
facebook_corpus_msr_482841,what about  Axis Bank.? Any signs of an uptrend in the short term?,NAG,0
facebook_corpus_msr_1854945,Hello,NAG,0
facebook_corpus_msr_2199153,"they have used many words like this to the PRIME MINISTER  not an ordinary man. But u will only blame pm  for this.
anyone can say anything to person who is such post.",NAG,0
facebook_corpus_msr_1710283,"And that is after increasing fares, reduction in quality service due to increase in corruption. Prabhu - Please bless railways.",NAG,0
facebook_corpus_msr_431601,Great pm ever. These shouting politicians must be thrown into dust bins. Useless.n.undeserving,NAG,0
facebook_corpus_msr_2133200,All arrangements made to ensure free & fair election: CEC Nasim Zaidi,NAG,0
facebook_corpus_msr_319242,Who care....,NAG,0
facebook_corpus_msr_470249,Really a kit Agarwal no black money is coming in system than why all these political parties are crying,NAG,0
facebook_corpus_msr_425561,they sell anything even quality -second hand under wear ...consumer world and digital swipe  of indian population,NAG,0
facebook_corpus_msr_1537012,"In the letter, Mishra claimed that the way AAP leaders and volunteers were quick to brand Bhardwaj as a BJP worker aroused suspicion that the entire episode was scripted ""like the past attacks on you (Kejriwal)"".",NAG,0
facebook_corpus_msr_421460,"Financial closure of road projects a hurdle, have met bankers on this: Nitin Gadkari",NAG,0
facebook_corpus_msr_431196,He is the striker of india.. he has ability to change the face of nation from developing to developed... great job he is doing support him..be a proud Nationist,NAG,0
facebook_corpus_msr_418965,CBN is great administrator I pray God to keep him fit and energetic,NAG,0
facebook_corpus_msr_431171,We have a leader who believes in doing .His words are not just empty words. His words carry weight. Proud of you Modi ji.,NAG,0
facebook_corpus_msr_323789,Presenting .... Dolce' n Gabbana's 2017 spring summer's 'Curtain' collection !,NAG,0
facebook_corpus_msr_2041571,Exactly..i am with you on this kangana.atlast someone had guts to speak truth !!,NAG,0
