ID,Text,label,Label
facebook_corpus_msr_1140131,"'दरवाज़े बाईं तरफ खुलेंगे' वाले शम्मी समाचार पढ़ते वक्त एक गलती कर बैठे थे
#हिंदीदिवस #मैंऔरमेरीहिन्दी",NAG,0
facebook_corpus_msr_1147740,सुजुकी मोटरसाइकिल इंडिया ने अपनी प्रीमियम कम्यूटर बाइक जिक्सर और जिक्सर एसएफ के स्पेशल एडिशन को भारत में लॉन्च कर दिया है।,NAG,0
facebook_corpus_msr_115502,Shera bhai gussa nhi😂,NAG,0
facebook_corpus_msr_115517,Rahul Raviprasad bhai kejriwal ko mat bhulna !! 😬,NAG,0
facebook_corpus_msr_1155211,बाढ़ प्रभावित बिहार में एनडीआरएफ की टीम ने एक बार फिर बोट पर एक गर्भवती महिला की सफलतापूर्वक डिलीवरी कराई.,NAG,0
facebook_corpus_msr_1155212,yeh india hain yeh india hain yeh india hain yeh india hain.,NAG,0
facebook_corpus_msr_1155457,"श्री श्री रविशंकर से बेंगलुरु में मिलने के बाद बुरहान वानी के पिता ने कहा- इलाज के लिए गया था आश्रम

#SriSriRavishankar #BurhanWani #ArtOfLiving #MuzaffarWani",NAG,0
facebook_corpus_msr_1155461,Mat kar yaar bhaee,NAG,0
facebook_corpus_msr_1155470,"*क्या अभी तक आपने REAL MONEY को एक्टिव नहीं किया?* *_नमस्कार मित्रो, सबसे पहले बधाई देना चाहूँगा की आपने REAL MONEY जैसे उदभुत बिजनेस को ज्वाइन किया। ये बिजनेस को मैंने उदभूत इसलिए कहा ये इकलौता ऐसा बिजनेस है। जिसमे बिना पैसा लगाये लाखों करोड़ रुपये कमाए जा सकते हैं। मैं कोई हवा में बात नही कर रहा। मैं मुर्ख नहीं हूँ जो बिना मतलब के REAL MONEY की तारीफ़ करूंगा। REAL MONEY वाकई एक शानदार बिजनेस है जो आपको बुलंदियों तक लेकर जाएगा। मित्र आपने REAL MONEY को ज्वाइन तो कर लिया है। लेकिन अभी तक एक्टिव नहीं किया इसके कई कारन हो सकते हैं।_* *1- मुझे विशवाश नहीं हो रहा कहीं ये फेक हुआ तो* _दोस्तों बिना काम किये आप इस बिज़नस पर विशवाश कैसे कर पाओगे। ये फेक है या नही इस बात की गारंटी तो आपको ही लेनी है। दोस्तों सोचिये अगर ये फेक होता तो क्या कोई बन्दा एक महीने तक लगातार जोइनिंग करता। यह फेक होता तो सिर्फ 1 महीने में 10लाख से ज्यादा भारतीय इस बिजनेस से जुड़ पते। क्या वो सब मुर्ख हैं। जो इसमें निरंतर काम कर रहे हैं। नहीं दोस्तों न तो वो सब मुर्ख हैं न ही REAL MONEY फ्रॉड। सोचिये अगर REAL MONEY फ्रॉड भी निकली तो आपसे क्या लिया उसने। एक रुपया भी नही मांगेगी REAL MONEY. अंत में आपसे यही कहना चाहूँगा की REAL MONEY पे आँखें बंद करके भरोषा कर लीजिये। ये कंपनी फेक नही है।_ *2- मेरे पास इतना डेटा नहीं है। मैं कैसे ज्वाइन करू।* _दोस्तों हो सकता है की आपके पास डेटा न हो। लेकिन ऐसा तो नही आप नेटपैक पड़वाएंगे ही नही। क्या सिर्फ डेटा पैक के चक्कर में आप इतने बड़े बिजनेस को ठुकरा दोगे। ऐसी गलती आप नहीं करोगे क्योंकि आप खुद समझदार हो। और वैसे भी जितना डेटा खर्च होगा उतनी इनकम तो आपको ज्वाइन करते ही हो जाएगी। कितना डेटा खर्च होगा ज्यादा से ज्यादा 40एमबी। और बोनस में आपको 20रुपये मिल रहे हैं। यानि जितना डेटा खर्च हुआ उतना रुपया आपको मिल रहा है। फिर क्यों डेटा की चिंता कर रहे हैं।_ *3- मेरे पास समय नहीं है मैं बाद में कर लूंगा।* _पूछना चाहूँगा क्या आपके पास वाकई 20-30 मिनट का समय नही है। क्या 24 घंटे में आपको इतना समय नहीं मिलता की आप 5 अप्प्स इनस्टॉल करके एक एक्टिव सदश्य बन जाएं। दोस्तों आपको एक बहोत बड़ा बिजनेस बुला रहा है अगर आप उसको समय के अभाव में ठुकरा दोगे तो कहि ऐसा न हो वो बिजनेस आपके हाँथ से चला जाये। जब तक आपको समय मिले बहोत देर हो चुकी हो।_ *_दोस्तों आज ही पांच एप्लीकेशन को डाउनलोड करके एक्टिव मेंबर बन जाइये। और घुस जाइये एक ऐसे बिजनेस में जो आपको घर बैठे बैठे ही करोड़पति बना दे।_*  *💥💥💥दुनिया की पहली कंपनी जिसमे सिर्फ 5app टास्क के लिए install करना है।* *_🙏दोस्तों आपको रियल मनी में टास्क कंप्लीट करना जरूरी है। task complete करते समय instruction को पूरा फॉलो करें। तभी आपकी टास्क कम्पलीट होगी।_* *_👇�👇�INSTRUCTION👇�👇�_* *1⃣. आपको रियल मनी के task bucket में कुछ apps दिखेंगे उसमे से आपको 5अप्प install करने हैं।* *2⃣. आप किसी 1app पे क्लीक करिये। instruction पढ़िए फिर क्लिक करके playstore से इनस्टॉल करिये। इनस्टॉल होते समय प्लेस्टोर से बाहर ना जाए।* *3⃣. Open करके 2से 3मिन्ट तक (देखें) wait करिये। रजिस्ट्रेशन के लिए बोला गया हो तो रजिस्टर भी करिये।* *4⃣. इसी तरह एक-एक करके 5app इनस्टॉल करिये। और जितने दिन application को रखने के लिए बोला गया हो। उससे पहले uninstall न करें।* *5⃣. फिर आपके task bucket में you have completed all task लिखा आ जाएगा। और कंपनी आपके वॉलेट में 20₹ टास्क बोनस भी देगी।* *_®दोस्तों ये कंपनी आपको 20लेवल तक फिक्स इनकम दे रही है। इसलिए instruction को पूरा पूरा follow करिये। नहीं तो आपकी टास्क कम्पलीट नहीं हो पायेगी। जो अप्प पहले से है उसको उनइंस्टॉल कर दें। फिर इनस्टॉल करें।_* *☝🙏�🙏धन्यवाद्🙏🙏☝�* 💰💰💰💵💵💰💰💰 *💥💥जय रियल मनी💥💥* 💰💰💰💸💸💰💰💰    Sponsor I'd 24244496  Rajesh Patil mobile 7507770440",NAG,0
facebook_corpus_msr_1155493,Ilaz ????? kiSka ...... ?,NAG,0
