ID,Text,label,Label
facebook_corpus_msr_1201790,Doston kashmir Aazad hona chahiye jis par pakistaan ne kabza kiya vo bhi or jis par hamara kabza hai vo b Aakhir kab tak log marte rahege kabhi hamare jawan marte to kabhi kashmiri marte hai marte to insan hi hai #free_Kashmir,NAG,0
facebook_corpus_msr_1201791,8 lakh armi lagi h kashmir me,NAG,0
facebook_corpus_msr_1201794,Kuch aur dino ki baat hai jis tarah se kashmiri aawam ko mara ja raha hai or militry ko badhaya ja raha hai kashmir ek militry state ban kar reh jaayega 🚷,NAG,0
facebook_corpus_msr_1206981,सुप्रीम कोर्ट दिल्ली के 16 दिसंबर गैंगरेप मामले में दोषियों की अपील पर 18 जुलाई से जल्द सुनवाई पूरी करेगी। मामले की सुनवाई सोमवार और शुक्रवार को 2 बजे से 6 बजे तक फास्‍ट ट्रैक कोर्ट की…,NAG,0
facebook_corpus_msr_1210405,"हम पत्रकारों के बारे में आम जनता में मुगालता भले ही हो कि पुलिस इनके साथ फ्रैंडली है, लेकिन वह सभी पत्रकार साथी जो अब भी खबर अपने हिसाब से लिखते हैं, प्रेस नोट के लिहाज से नहीं, हमेशा ही पुलिस के राडार में आने की आशंका पाले रहते हैं। लेकिन जिनसे कोई बैर ही न हो, वह कैसे किसी हिंसा की लपेट में आ सकता है?",NAG,0
facebook_corpus_msr_1217303,रक्षा मंत्री मनोहर पर्रिकर ने इस बात पर संदेह जताया कि जम्मू कश्मीर के पंपोर में बस से जा रहे जिन सीआरपीएफ जवानों पर आतंकवादियों ने हमला किया था क्या उन्होंने मानक संचालनात्मक प्रक्रिया (एसओपी) का सही तरीके से पालन किया था।,NAG,0
facebook_corpus_msr_1217304,आप के आदेश से उनकी जान वापस नहीं आयेगी । अब तो बड़े बन जाये ।,NAG,0
facebook_corpus_msr_1218842,कॉकटेल की डायना याद है आपको..,NAG,0
facebook_corpus_msr_1224196,महाभारत में 'मैं समय हूं' की आवाज़ के लिए पहले किन्हें चुना जाना था..,NAG,0
facebook_corpus_msr_1224197,woh dor hi alag tha.,NAG,0
facebook_corpus_msr_1226700,1000% sach hain ap ki baat,NAG,0
facebook_corpus_msr_1228228,"रियो के लिए AITA ने किस किस की जोड़ी बनाई..
#Rio2016 #LeanderPaes",NAG,0
