ID,Text,label,Label
facebook_corpus_msr_2179716,Dekhi h. Kl krke dikhaungi tuje,NAG,0
facebook_corpus_msr_2179725,Dekhichi bey 😘😘😘😍😍,NAG,0
facebook_corpus_msr_2179727,Kana,NAG,0
facebook_corpus_msr_2179732,Mrigaunk Pillai yeh dekho,NAG,0
facebook_corpus_msr_2179743,Sch me yr Kirti Jain,NAG,0
facebook_corpus_msr_2179744,Yar bdi bar dekhlee mini❤️ haye beard wala khaskr n kya coordination e cool moves ka,NAG,0
facebook_corpus_msr_2179745,Sahi kaha subah se kitni bar dekhli,NAG,0
facebook_corpus_msr_2179747,Pr pehli bar mereko koi ldke pe ni dil Aya😋,NAG,0
facebook_corpus_msr_2179748,Ahhahahahhahaa jaise hmara dil ane se to valentines manaa lia na us bnde sath😂,NAG,0
facebook_corpus_msr_2179772,Hnjii 👌👌,NAG,0
facebook_corpus_msr_2179777,Saurabh apne bhi karte he flare me,NAG,0
facebook_corpus_msr_2179803,Theek hai,NAG,0
facebook_corpus_msr_2179829,Mast hain 😎,NAG,0
facebook_corpus_msr_2179831,Mast 😀,NAG,0
facebook_corpus_msr_2179838,Neeche wala comment😂😂,NAG,0
facebook_corpus_msr_2179847,Shivam Garg Prabhnoor Kaur IIT Jana😍❤,NAG,0
facebook_corpus_msr_2179848,Kaash 11th 12th padh lete 😂,NAG,0
facebook_corpus_msr_2179849,Pdhke bhi ni hona tha😢😢😂😂😂😂😂😂,NAG,0
facebook_corpus_msr_2179850,Lol Sahi baat hai 😂,NAG,0
facebook_corpus_msr_2179851,Ye bhi sahi hai😂😂,NAG,0
facebook_corpus_msr_2179895,Sahi naachgaye bc,NAG,0
facebook_corpus_msr_2179909,Roorkee swag dekhun 😂,NAG,0
facebook_corpus_msr_2179926,Bhai Gazab hai,NAG,0
facebook_corpus_msr_2179965,Sexy hai!!,NAG,0
facebook_corpus_msr_2179970,Haha yeh bhi karte hai. List bana de.,NAG,0
facebook_corpus_msr_2179972,Jii?,NAG,0
facebook_corpus_msr_2179974,Mehnat wale kaam hain yeh :D,NAG,0
facebook_corpus_msr_2179985,dekha maine ....   :),NAG,0
facebook_corpus_msr_2180001,Gazab👌👌,NAG,0
facebook_corpus_msr_2180002,Gazab👌👌,NAG,0
facebook_corpus_msr_2180038,hahaa...bhai ham har jagh updated rehte he,NAG,0
facebook_corpus_msr_2190290,Madam Swaraji Aapko Mere Shubkamnaya aur Aap Swast Raho Ye mera Dua Hai. Jai Hind,NAG,0
facebook_corpus_msr_2190441,Behan ji videsh mantri ho na ki lok kalyan mantri ..,NAG,0
facebook_corpus_msr_2190443,जन्मदिन की बहुत-बहुत बधाईयां एंव शुभकामनाऐं,NAG,0
facebook_corpus_msr_2190451,itni badi beemari ke baad birth day to banta hai,NAG,0
facebook_corpus_msr_2190466,Amma,NAG,0
facebook_corpus_msr_2190468,Happy birthday Sushma ji Aap jio hajaron saal Swasthya rahe💐💐,NAG,0
facebook_corpus_msr_2190469,जन्म दिन की हार्दिक बधाई महाशया,NAG,0
facebook_corpus_msr_2190474,हरिॐ,NAG,0
facebook_corpus_msr_2190476,जन्म दिन कि अनेकों शुभकामनाएं,NAG,0
facebook_corpus_msr_2190480,Bahot bahot badhai aap jio hajaro saal,NAG,0
facebook_corpus_msr_2190482,Aap jioo hajaro saal,NAG,0
facebook_corpus_msr_2199175,Abe tere liye hai,NAG,0
facebook_corpus_msr_2199178,"Ek Din Islam aayega.  Insha Allah, Insha Allah",NAG,0
facebook_corpus_msr_2199182,Kutta ko kutta nahi bolega to kya bolega,NAG,0
facebook_corpus_msr_2199184,Wo sadio purani Baat 😝😝😝,NAG,0
facebook_corpus_msr_2199214,Insan Jo kahta hai wahi us ki pahchan hoti hai,NAG,0
facebook_corpus_msr_221565,Congress ne itna keechad kr diya tha desh me ab Kamal to khilna hi tha,NAG,0
