ID,Text,label,Label
facebook_corpus_msr_426218,Don’t want aviation revolution to be impacted by lack of capacity: Ajay Singh,NAG,0
facebook_corpus_msr_420783,hahahahahahah...gormint..!! too good man.. next statement bhi to bol deta bhai.. :D though i differ from yr statement.,NAG,0
facebook_corpus_msr_1525103,"Opportunity is knocking the door for them Kashmiri. They need dual protection from terrorists inside and outside. Difficult for Army to carry on with biz of returning normalcy to the valley. Sleepers do pose a threat and until their manipulations are curtailed and deterred, the threat will always loom large.",NAG,0
facebook_corpus_msr_431253,Sure India will be super power if we have leader like modi only,NAG,0
facebook_corpus_msr_322446,"I am proud to see my mizo fellows doing thing like this,hope this is an example for other Indians.",NAG,0
facebook_corpus_msr_1763625,Rest in Peace.,NAG,0
facebook_corpus_msr_1737042,That's right the whole video was directed at Arvind Kejriwal!!,NAG,0
facebook_corpus_msr_438490,"Anuj Any idea on why "" NILKAMAL "" RISING ??",NAG,0
facebook_corpus_msr_493211,Please tell me will market fees ( mandi tax) subsum in gst or not?,NAG,0
facebook_corpus_msr_334292,Mayur Jain u really talking about trusting courts which country u live in third class third world third character and u r talking about trust,NAG,0
facebook_corpus_msr_1751826,"After losing two matches against PV Sindhu on the trot, Carolina Marin made a roaring comeback against her Indian rival in the Singapore Open quarter-final.",NAG,0
facebook_corpus_msr_417488,"WHY DON'T YOU LET THAT NO.1 ....""BREATHE""...FOR GOD'S SAKE....GIVING MORE ALTITUDES OF ""HOLDING BLACK""...!!!!!!! UHHHHH !!!!!!!",NAG,0
facebook_corpus_msr_2111346,Gospel in devil mouth haha,NAG,0
facebook_corpus_msr_401415,Bahi its so easy its 4time bigger country than ur Pakistan and there population will second largest population after china in Asia,NAG,0
facebook_corpus_msr_437016,'JUST 8 MEN OWN SAME WEALTH AS HALF OF THE WORLD ' -- OXFAM🌝✔,NAG,0
facebook_corpus_msr_429180,Great vision ! Real role model for young people . Simple man with a great mind .,NAG,0
facebook_corpus_msr_482798,What ur view on textile stock . Is its next Apple from india .,NAG,0
facebook_corpus_msr_457398,"So,r bears trapped now or still some left .. or major bigg left :p",NAG,0
facebook_corpus_msr_326320,The problem is that we are dealing with a barbaric army using jihadi tactics.,NAG,0
facebook_corpus_msr_349919,Although I am a supporter of Modi but this time Congress told the right thing..,NAG,0
facebook_corpus_msr_406076,"☕ Bot🐮 Powered🐹 By🐒 Prince😤 Fadii

🏨 See My Bot Speed 😽 India TV
♥ c h α υ δ h r ψ s 🌹 β ο τ τ ε r ♥
🏢 Saturday : 29 - April - 2017
🏨  Like Back♥ India TV
🏥 comment Late  38 detik :)
 🏪 Auto Comment By   Prince Fadii
 🏯 🔎 Baby-Bot.tk 💡",NAG,0
facebook_corpus_msr_423124,"Hello, Sonia,
I have yet not selling my stocks for llosses ast 18 month. What is problems?",NAG,0
facebook_corpus_msr_422335,It's good prices are going down ... will gold crash further ?,NAG,0
facebook_corpus_msr_327059,But his gates foundation is under watchlist  Hope the govt will stop scrutinizing their Funds to India.,NAG,0
facebook_corpus_msr_331430,Not the suporter His achievements in over 11 years as prime minister are equally impressive helped to found the Justice and Development (AK),NAG,0
facebook_corpus_msr_440776,"After 2019, Switzerland will provide real-time information on investments post 2018: FM",NAG,0
facebook_corpus_msr_415821,"Claridges and The Savoy ,the two famous London hotels ,have Gordon Ramsay restaurants.",NAG,0
facebook_corpus_msr_427858,Also Maruti... It saw good correction and today it has gone up smartly.. So do you see now in its way to make another new high,NAG,0
facebook_corpus_msr_482842,How does this 3 pm move play out on every single time? Are the markets so easily prone to manipulation?,NAG,0
facebook_corpus_msr_2045046,"#ExpressFrontPage The first such criminal prosecution has been filed against Mukesh Ruia, promoter of the listed Shekhawati Poly-Yarn Ltd on February 28.",NAG,0
facebook_corpus_msr_487587,Can we accept next Thursday to be good for bulls ?  After two days of NSE close.,NAG,0
facebook_corpus_msr_1805296,Ye Sahi hai... Good One!,NAG,0
facebook_corpus_msr_1521956,Beef is Animals not gods,NAG,0
facebook_corpus_msr_2111328,"Vijaya , Rice price is the problem in Kerala,  not RSS.",NAG,0
facebook_corpus_msr_415593,"sir i want buy berger , idfc bank ,ntpc , ambuja which one preffer",NAG,0
facebook_corpus_msr_1987970,So beautiful,NAG,0
facebook_corpus_msr_2202789,God created man and man judges the patriotism and loyalty who is patriot and loyal on God's creation and man is made slave of another man.,NAG,0
facebook_corpus_msr_394750,Its ok baba g . They will claim to kill 100 soon.. we dont get even a scratch by claiming of your army.,NAG,0
facebook_corpus_msr_472891,Modi ji salute to u...u r d best...let bad people say bad things about u...u keep on going modi ji...ignore those stupid. ..bad congress as well as other people bcoz dey are culprits and u are a real man modi ji...my vote always for u...BJP- bhartiya janta party- best janta party....👍,NAG,0
facebook_corpus_msr_397771,"A local commanders level hotline contact was established at Rawlakot- Poonch sector on LOC last night between Pakistan and Indian Army authorities. Indian counterpart was told that there has been no CFV from Pakistan side nor mutilation of Indian soldiers bodies. Indian authorities were told that there is unnecessary media hype following the allegations. Pakistan remains fully committed to maint peace and tranquillity along the LOC and expect same from other side and hope
prudence is exercised and no steps are taken that may lead to vitiating of environment and affect peace along LOC.
A Routine DGMO level hotline is also likely today.",NAG,0
facebook_corpus_msr_350509,Enough time has passed you have to take action otherwise public will go against you,NAG,0
facebook_corpus_msr_484396,Reema coul you please give view on Yes Bank ???,NAG,0
facebook_corpus_msr_491745,well said my boy .....gokhale ( political guru of gandhi),NAG,0
facebook_corpus_msr_470325,Brave man modi...taking hits from all sides..we r lucky to have  aleader like him,NAG,0
facebook_corpus_msr_495437,What about our soldiers....no organization comes forward to support our soldiers's family when they required most....It's really shame on those....,NAG,0
facebook_corpus_msr_421790,"Some TV channels are now swaying towards PM Modi / BJP.

However no channel except Zee has power to expose the truth hidden from public. Zee goodwill on the rise, watch out.",NAG,0
facebook_corpus_msr_431148,Well done modiji... Many of us wat we Discuss in our daily life with family  and frnds abt issues your making it happen.... Thank you.... It's good for our country... Go on.....,NAG,0
facebook_corpus_msr_406547,"🎃 Bot🐑 Powered🐺 By🎍 Prince😥 Fadii

🏨 See My Bot Speed  😽 India TV
♥ c h α υ δ h r ψ s 🌹 β ο τ τ ε r ♥
🏢 Saturday : 29 - April - 2017
🏨  Add Close Me♥ India TV
🏥 Comment Late  28 detik :)
 🏪 Auto Comment By   Prince Fadii
 🏯 🔎 Baby-Bot.tk 💡",NAG,0
facebook_corpus_msr_495701,"GOEL AND ALL STATE MINISTERS TO VISIT TOKYO EVERY MONTH TO STUDY THE CLIMATIC CONDITIONS, SURFACE AND ACCLIMATIZE THEMSELVES PROPERLY",NAG,0
facebook_corpus_msr_382935,"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-9044274
Install 7-8 apps in the champcash and start online work",NAG,0
facebook_corpus_msr_327931,India should carryout surgical strike in a  press conference.....easy beasy!!!,NAG,0
facebook_corpus_msr_1907037,It's DHULAGARH reaction,NAG,0
facebook_corpus_msr_1490599,people know well. ..,NAG,0
facebook_corpus_msr_2041624,Nice article...👍👌👍,NAG,0
facebook_corpus_msr_2250136,Congratulations !,NAG,0
facebook_corpus_msr_488738,Is rec worth buying at this price??? Can u please update on finolex industries.... How the stock would be for long term???,NAG,0
facebook_corpus_msr_419559,Anuj plzz let me know why price of delta corp is going up ?,NAG,0
facebook_corpus_msr_328117,"First, let every village and township has at least 6 toilets.",NAG,0
facebook_corpus_msr_417763,"means tougher for congress , easier for bjp ---this is what he means",NAG,0
facebook_corpus_msr_1805102,It is silly to drag Nehru's name into contemporary politics which is totally dirty.,NAG,0
facebook_corpus_msr_472892,"Media please stop these jokes, will you talk about npa waived off bz tycoons????",NAG,0
facebook_corpus_msr_429171,"Thank you for giving data offer. I never forget your generosity, Sir.",NAG,0
facebook_corpus_msr_412311,There was a news item a few days back about Wipro laying off 600 employees??,NAG,0
facebook_corpus_msr_403276,After Indian forces reactions surrendered forces will claim that innocent cornflakes manufacturer killed by Indian soldiers as as soldiers are habitual to surrender 93000 against 3000.,NAG,0
facebook_corpus_msr_490235,Why wipro is at 52 weeks low can we see any upmove...,NAG,0
facebook_corpus_msr_748245,Mental,NAG,0
facebook_corpus_msr_437786,New entrant for the market.. advice few shares to be in portfolio,NAG,0
facebook_corpus_msr_495450,What abt the cricketers..... Y can't they pay anything...? They r awarded with crores of rupees just by playing any match.... forget abt the winning....,NAG,0
facebook_corpus_msr_419533,"Hi Anuj, I am confused on ITC after listening to Mr. Tuslian :). Your view please ..",NAG,0
facebook_corpus_msr_1957014,It is a grand step.,NAG,0
facebook_corpus_msr_2041582,"She is brave n bold, what others had in mind she spoke it on your face..",NAG,0
facebook_corpus_msr_421685,Next time sell the country and then prove it right....,NAG,0
facebook_corpus_msr_1563597,David L Roberts  and P.S - your an American citizen and Donald Trump is your President. To say or believe otherwise doesn't change reality. Get some help,NAG,0
facebook_corpus_msr_399709,I m sorry for sing paa g but near bahdr no excuse,NAG,0
facebook_corpus_msr_1425950,(y) good work : (y),NAG,0
facebook_corpus_msr_1545972,BSP earlier removed him as the in-charge of Uttar Pradesh and was appointed the in-charge of Madhya Pradesh.,NAG,0
facebook_corpus_msr_420741,give him time.. hes 5 times elected m.p not on the basis of saffron dress.,NAG,0
facebook_corpus_msr_1876676,"Check out this version... lit af
https://youtu.be/mlO3csHDzds",NAG,0
facebook_corpus_msr_503460,"Abdul Kablam....?
sounds like some sort of Muslim terrorist to me. I don't care what he has to say.",NAG,0
facebook_corpus_msr_418669,What should be done with Divis Lab for long term???,NAG,0
facebook_corpus_msr_325899,Bro  dont give ex of isreal....  Isreal has usa.......   Isreal sell weapon to us.........     Just learn little about middle east politics  .... Before giving example............,NAG,0
facebook_corpus_msr_423046,Other small and mid caps like capital trust for example ? Any further rallies ?,NAG,0
facebook_corpus_msr_424726,"That's the tragedy with human nature...
It tends to imitate rather than introspect or innovate #PFact",NAG,0
facebook_corpus_msr_435045,Lic housing 2lot @536 and 2 lots @1546 should I hold..??,NAG,0
facebook_corpus_msr_1827726,Russia has denied that the Syrian regime conducted a chemical attack.,NAG,0
facebook_corpus_msr_495536,Those farmers who give their lives for us are not even taken into account !! How unfair? Reward them they give u food on your plate !!,NAG,0
facebook_corpus_msr_414320,Happy with the way the company has ended the year: TCS,NAG,0
facebook_corpus_msr_1804882,"Exactly...what is lol pal, AZ forgot completely...talking about AZ is waste of time",NAG,0
facebook_corpus_msr_484282,Can I meet you guyz :) I m also in same event,NAG,0
facebook_corpus_msr_326303,"Modi wants to go to war, that is rhe only way he will be able to cover up the fuckall DéMonetization effects",NAG,0
facebook_corpus_msr_413411,"tinkering , sand wash , water wash , sand paper rubbing , scrapping the old paint ......finally adding weather protected automobile paint .......make up of an car segment .......",NAG,0
facebook_corpus_msr_423110,"CAN NIFTY CLIMB EVEN 10,000 i.e NIFTY P/E OF 26+????",NAG,0
facebook_corpus_msr_461710,You will always be in our hearts we love you Amma,NAG,0
facebook_corpus_msr_2057907,"Encounter Between Terrorists, Security Forces In Chilli Pora Area Underway",NAG,0
facebook_corpus_msr_464522,Difficult to say who is right and who is wrong,NAG,0
facebook_corpus_msr_408950,"I will watch If this channel Available on DD DIRECT+ DTH......
DD DIRECT+ h to sahi h....
if yrs channels is free 2 air.....why r not available on DD DIRECT+ Platfoam...????????????? 
80 Crore people watch DD DIRECT+",NAG,0
facebook_corpus_msr_495369,"@Ravi Shankar Prasad, I really support u... :) whn a player win any medals, thy r rewards like anything with crores of rupees but when a soldier dies in the border that tym the govt doesn't ve any money for the family..",NAG,0
facebook_corpus_msr_2115243,I hope,NAG,0
facebook_corpus_msr_584575,very nice question relating to our economy...,NAG,0
facebook_corpus_msr_496808,This will pinch the AAM Aadmi pocket.....it is abs ruckus..,NAG,0
facebook_corpus_msr_430038,"Good News..
Was that open tendering or single bidder with multiple names?",NAG,0
facebook_corpus_msr_379171,It Is a very unfortunate incident. Pakistan must avoid behaving in this manner and stop such activities.,NAG,0
facebook_corpus_msr_430137,"Unitech    ,   what to do on this stock,  suggest me",NAG,0
facebook_corpus_msr_1692631,If predictions are correct then we have to believe him what he is saying if it is false then leave it.,NAG,0
facebook_corpus_msr_487648,whether Q2 expected to be good for bank stocks Q2 result start from South indian bank tomorrow,NAG,0
facebook_corpus_msr_1805225,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",NAG,0
facebook_corpus_msr_2277506,Super,NAG,0
