ID,Text,label,Label
facebook_corpus_msr_2398033,Zaira aapne bahut achha kaam kia film aap kashmir hi nhi poore Bharat ki ladhkiyon ki roll model hain kattarpan ne insaniyat ko maar diya hai Allah inhe samajh de,NAG,0
facebook_corpus_msr_2398059,Thu che,NAG,0
facebook_corpus_msr_2398068,Mashallha mashallha bahut khoob,NAG,0
facebook_corpus_msr_2407766,paadaga indea tabeto Badaga indea,NAG,0
facebook_corpus_msr_300227,reservation se bhi achchi systm aani chahiye en logo ko uper uthane ke lia,NAG,0
facebook_corpus_msr_300228,jab tak sc ko samaj ke mukhy dhara se nhi jor payenge shyad tab tak india pichari h,NAG,0
facebook_corpus_msr_300229,"आईए Digital India से जुड़िए! अपने  Android Phone से Rs5000-25000/- महीना कमायें बिना एक भी पैसा लगाये ! न ही कुछ बेचना है न ही खरीदना ! जोइनिँग के लिये आप इस WhatsApp no 7987573941 पर ""JOIN"" लिख कर send कीजिए",NAG,0
facebook_corpus_msr_300235,Naksal waad ko rokna bahut jaroori hai,NAG,0
facebook_corpus_msr_300244,sonepat me ek fy over h jisse public bahut pareshan h........plz us mudde ko bhi uthao,NAG,0
facebook_corpus_msr_300286,Bdmxkzns,NAG,0
facebook_corpus_msr_300291,Jai hind,NAG,0
facebook_corpus_msr_300309,Ye sahi kaha rohit ji,NAG,0
facebook_corpus_msr_300313,Jai hind pirya,NAG,0
facebook_corpus_msr_300325,Bikul sahi khe rahe ho sir aap,NAG,0
facebook_corpus_msr_300340,Koi kadam to uthaana hi hoga sarkaar ko,NAG,0
facebook_corpus_msr_300342,आज तक देश आज तक देश का नंबर 1 चैनल बन चुका है बहुत ही अच्छा न्यूज़ वेट करते करते हो,NAG,0
facebook_corpus_msr_300344,Jam SHRI  Ram ji,NAG,0
facebook_corpus_msr_300365,Akbar. BADSH.KHARKHOD MARAT 5,NAG,0
facebook_corpus_msr_300381,अछ्छाहै,NAG,0
facebook_corpus_msr_300383,Ji ho,NAG,0
facebook_corpus_msr_300391,kya baat h,NAG,0
facebook_corpus_msr_300416,Aur haa mujhse bhi mil lo,NAG,0
facebook_corpus_msr_300426,Sabse tez,NAG,0
facebook_corpus_msr_300433,जय हो,NAG,0
facebook_corpus_msr_300438,Net slow hoga to live clear kaise hoga,NAG,0
facebook_corpus_msr_300450,Mera to clear h,NAG,0
facebook_corpus_msr_300459,Sahi h,NAG,0
facebook_corpus_msr_300484,Jay bhim,NAG,0
facebook_corpus_msr_300487,हषवजम,NAG,0
facebook_corpus_msr_300518,Jai hind ni mera L LLLLLLLLLLL,NAG,0
facebook_corpus_msr_300521,Oh aaj tak,NAG,0
facebook_corpus_msr_300550,Kuch bhi,NAG,0
facebook_corpus_msr_300552,Sabhi ko mil jul kar Chalna Padega अब गुंडाराज समाप्त होगा,NAG,0
facebook_corpus_msr_300563,सब बरादरी के साथ होता है,NAG,0
facebook_corpus_msr_300570,यह लिखो कुतो कब तक हिन्दू दालित के साथ आत्यचार होता रहेगा,NAG,0
facebook_corpus_msr_300592,Socha bablo desha badlo,NAG,0
facebook_corpus_msr_300595,दलीत परीवार को मिलै समान,NAG,0
facebook_corpus_msr_300599,Dalito ko pura adhikar mile,NAG,0
facebook_corpus_msr_300601,Sabhi dalito ko mil kar UNO me jana chahye,NAG,0
facebook_corpus_msr_300603,"अनामत है तब तक दलित है,अनामत नही रहेंगी तो फिर कौन दलित और कौन उचीं जाति का?",NAG,0
facebook_corpus_msr_300611,सोच बदले देश बदले,NAG,0
facebook_corpus_msr_300612,Modi raj hai,NAG,0
facebook_corpus_msr_300627,बिलकुल सही कहा सर,NAG,0
facebook_corpus_msr_300636,Kya.bat.he,NAG,0
facebook_corpus_msr_300639,"Bahut,galat,h",NAG,0
facebook_corpus_msr_300654,modi he to ham he,NAG,0
facebook_corpus_msr_300662,Jai hind jai Bharat,NAG,0
facebook_corpus_msr_300667,BHARAT MATA KI JAI,NAG,0
facebook_corpus_msr_300668,Jay hind jay Bharat,NAG,0
facebook_corpus_msr_300677,"दोस्तों मै आपको एक *Digital Smart Work* की जानकारी देना चाहता हूँ, जिसे बिल्कुल मुफ्त में कोई भी अपने मोबाईल से करके बडे़ आसानी से हर महिना 10,000 से 50,000 रूपया या इससे भी ज्यादा कमा सकते हैं
क्या आैर कैसे करना है:-
1) आपको अपने मोबाईल के *Play Store* से *Champcash money free* एप्स Download करना है.
2) उसमे अपनी जानकारी भरनी है. उसके बाद Sponser/refer ID मांगेगा वहा *12584116* डालना है *Verify* करें
3) अब आपके सामने एक Chalange आयेगा उसको पूरा करना है !
इतना करने पर आपको *1$ =62 rs* मिल जायेगा.",NAG,0
facebook_corpus_msr_300678,Jai bharat,NAG,0
facebook_corpus_msr_300680,Hm khud ko pahle badle sb apne aap thik ho jayegi wada hai mera,NAG,0
facebook_corpus_msr_300686,Salaamwalaikum,NAG,0
facebook_corpus_msr_300689,"kya baat hai Pandey ji....
chhaaa gaye aap to ;)",NAG,0
facebook_corpus_msr_300698,Naksalwad ko rokna garuri hai,NAG,0
facebook_corpus_msr_1003354,"Note बंदी से ( ndtv )को हैजा,निमोनिया, सुगर,bp, बवासीर और  गांड में खुजली हो गयी हॆ.
जल्द इलाज ना होने पर ndtv वालों की मौत भी हो सकती हॆ 

सरकार को कूछ करना चहिये 😂😂😂😂",OAG,1
facebook_corpus_msr_1005987,चलो अरूण जेटली को हार की खीज मिटाने का एक मौका और मिला।,OAG,1
facebook_corpus_msr_1005988,"क्या अमरिंन्दर  सिन्ह जी को पक्का विश्वास हो गया है कि वे पंजाब के अगले मुख्य मंत्री बनेंगे?वैसे अन्यथा  कोइ संसद आदि की  सीट नही छोडता. विधायकोने जो त्यागपत्र दिये है उनका तो कोइ खास  त्याग व्याग नही है. सामान्य तौर पर 1/2 माह मे विधान सभा भंग होने वाली है. उनके मामले मे  तो उंगली कटाकर  शहीद होने वाली बात है.आजकल  कोइ राजनेता ""त्याग"" करता दिखे तब समझना  चाहिये कि कोइ पेच हो सकता है.",OAG,1
facebook_corpus_msr_1024358,बेवकूफ औरतें।,OAG,1
facebook_corpus_msr_1033738,Juthi sarkar juthi Bank,OAG,1
