ID,Text,label,Label
facebook_corpus_msr_2280095,This is a baseless news and have only come up in the social media only...no such thing has been ordered by the Kuwaiti government...so just chill,NAG,0
facebook_corpus_msr_418741,What should be done with Divis Lab for long term???,NAG,0
facebook_corpus_msr_420877,"As Nifty is in record high, expecting to reduce the imposing tax on gold.",NAG,0
facebook_corpus_msr_1737105,All dramatics introspection is of no avail now???,NAG,0
facebook_corpus_msr_466197,Hi Manisha,NAG,0
facebook_corpus_msr_1805284,"But ""  I'll be right to join BJP"" - says Anna Hazare.",NAG,0
facebook_corpus_msr_461552,"Go far maruti only ...steady longterm bet 
Sintex & Aarti volatile. Trading prospects
Heritage food...no",NAG,0
facebook_corpus_msr_483458,As far as performance is concerned Cyrus would be working hard as Shapoorji Pallonji holds significant stake of around 18 percent of tata sons. Very strange and difficult to understand why this happened,NAG,0
facebook_corpus_msr_480836,"Sonia ,  EVERY  MOMENT  MIND   it ,   EVERY  MAN's   mind-operate   TWO  MOST   WANTED   CRIMINAL  STAYING   IN  ASSAM - INDIA .   SO , BE  CAREFULL  ANY   MOMENT .  GLOBALISATION'S  SCIENCE   SATELITTE   PHONE   THEM'S   WINGS.   OK ?   DON'T   WORRY ,  ANY    MOMENT   I   AM  STAYING  WITH   EVERY    MEDIA   HOUSE .  OK ?",NAG,0
facebook_corpus_msr_443013,markets wil be in a range & the trend remains lower.,NAG,0
facebook_corpus_msr_1945459,"I really thought India would head the world in the 21st century. .. and we are, just that sadly, it's back to the 17th century..",NAG,0
facebook_corpus_msr_434324,Yeah I'll take a venti caramel IED and a grande vanilla bean shoe bomb,NAG,0
facebook_corpus_msr_403567,"💥India's No.1 Home Job💥 🌟earn money without any investment 🌟multi level networking  🌟work daily 2 hours per day earn rs 500 to 1000rs daily 🔥life changing oppurtunity ✍type ""JOIN"" and send to my whatsapp no +918444867178",NAG,0
facebook_corpus_msr_332716,Maybe highway sign was written in Hindi which the driver couldn't understand... 😂😂😂😂,NAG,0
facebook_corpus_msr_412640,"Hi , Can We expect NBFC to Rally more ... ur Views on LT Finance",NAG,0
facebook_corpus_msr_409817,hehehehehehehehe if they dont plant a station in RAJASTHAN for SOLAR ENERGY we will have to buy power form others very soon!! wake up indians to push the Govt. for this Project for Power!!!!!!!,NAG,0
facebook_corpus_msr_2175513,There are 1.30 billions Indians to wish ISRO we don't this bollywood actors to wish our scientists and especially this family Bachchan,NAG,0
