ID,Text,Label
facebook_corpus_msr_2398033,Zaira aapne bahut achha kaam kia film aap kashmir hi nhi poore Bharat ki ladhkiyon ki roll model hain kattarpan ne insaniyat ko maar diya hai Allah inhe samajh de,0
facebook_corpus_msr_2398059,Thu che,0
facebook_corpus_msr_2398068,Mashallha mashallha bahut khoob,0
facebook_corpus_msr_2407766,paadaga indea tabeto Badaga indea,0
facebook_corpus_msr_300227,reservation se bhi achchi systm aani chahiye en logo ko uper uthane ke lia,0
facebook_corpus_msr_300228,jab tak sc ko samaj ke mukhy dhara se nhi jor payenge shyad tab tak india pichari h,0
facebook_corpus_msr_300229,"आईए Digital India से जुड़िए! अपने  Android Phone से Rs5000-25000/- महीना कमायें बिना एक भी पैसा लगाये ! न ही कुछ बेचना है न ही खरीदना ! जोइनिँग के लिये आप इस WhatsApp no 7987573941 पर ""JOIN"" लिख कर send कीजिए",0
facebook_corpus_msr_300235,Naksal waad ko rokna bahut jaroori hai,0
facebook_corpus_msr_300244,sonepat me ek fy over h jisse public bahut pareshan h........plz us mudde ko bhi uthao,0
facebook_corpus_msr_300286,Bdmxkzns,0
facebook_corpus_msr_300291,Jai hind,0
facebook_corpus_msr_300309,Ye sahi kaha rohit ji,0
facebook_corpus_msr_300313,Jai hind pirya,0
facebook_corpus_msr_300325,Bikul sahi khe rahe ho sir aap,0
facebook_corpus_msr_300340,Koi kadam to uthaana hi hoga sarkaar ko,0
facebook_corpus_msr_300342,आज तक देश आज तक देश का नंबर 1 चैनल बन चुका है बहुत ही अच्छा न्यूज़ वेट करते करते हो,0
facebook_corpus_msr_300344,Jam SHRI  Ram ji,0
facebook_corpus_msr_300365,Akbar. BADSH.KHARKHOD MARAT 5,0
facebook_corpus_msr_300381,अछ्छाहै,0
facebook_corpus_msr_300383,Ji ho,0
facebook_corpus_msr_300391,kya baat h,0
facebook_corpus_msr_300416,Aur haa mujhse bhi mil lo,0
facebook_corpus_msr_300426,Sabse tez,0
facebook_corpus_msr_300433,जय हो,0
facebook_corpus_msr_300438,Net slow hoga to live clear kaise hoga,0
facebook_corpus_msr_300450,Mera to clear h,0
facebook_corpus_msr_300459,Sahi h,0
facebook_corpus_msr_300484,Jay bhim,0
facebook_corpus_msr_300487,हषवजम,0
facebook_corpus_msr_300518,Jai hind ni mera L LLLLLLLLLLL,0
facebook_corpus_msr_300521,Oh aaj tak,0
facebook_corpus_msr_300550,Kuch bhi,0
facebook_corpus_msr_300552,Sabhi ko mil jul kar Chalna Padega अब गुंडाराज समाप्त होगा,0
facebook_corpus_msr_300563,सब बरादरी के साथ होता है,0
facebook_corpus_msr_300570,यह लिखो कुतो कब तक हिन्दू दालित के साथ आत्यचार होता रहेगा,0
facebook_corpus_msr_300592,Socha bablo desha badlo,0
facebook_corpus_msr_300595,दलीत परीवार को मिलै समान,0
facebook_corpus_msr_300599,Dalito ko pura adhikar mile,0
facebook_corpus_msr_300601,Sabhi dalito ko mil kar UNO me jana chahye,0
facebook_corpus_msr_300603,"अनामत है तब तक दलित है,अनामत नही रहेंगी तो फिर कौन दलित और कौन उचीं जाति का?",0
facebook_corpus_msr_300611,सोच बदले देश बदले,0
facebook_corpus_msr_300612,Modi raj hai,0
facebook_corpus_msr_300627,बिलकुल सही कहा सर,0
facebook_corpus_msr_300636,Kya.bat.he,0
facebook_corpus_msr_300639,"Bahut,galat,h",0
facebook_corpus_msr_300654,modi he to ham he,0
facebook_corpus_msr_300662,Jai hind jai Bharat,0
facebook_corpus_msr_300667,BHARAT MATA KI JAI,0
facebook_corpus_msr_300668,Jay hind jay Bharat,0
facebook_corpus_msr_300677,"दोस्तों मै आपको एक *Digital Smart Work* की जानकारी देना चाहता हूँ, जिसे बिल्कुल मुफ्त में कोई भी अपने मोबाईल से करके बडे़ आसानी से हर महिना 10,000 से 50,000 रूपया या इससे भी ज्यादा कमा सकते हैं
क्या आैर कैसे करना है:-
1) आपको अपने मोबाईल के *Play Store* से *Champcash money free* एप्स Download करना है.
2) उसमे अपनी जानकारी भरनी है. उसके बाद Sponser/refer ID मांगेगा वहा *12584116* डालना है *Verify* करें
3) अब आपके सामने एक Chalange आयेगा उसको पूरा करना है !
इतना करने पर आपको *1$ =62 rs* मिल जायेगा.",0
facebook_corpus_msr_300678,Jai bharat,0
facebook_corpus_msr_300680,Hm khud ko pahle badle sb apne aap thik ho jayegi wada hai mera,0
facebook_corpus_msr_300686,Salaamwalaikum,0
facebook_corpus_msr_300689,"kya baat hai Pandey ji....
chhaaa gaye aap to ;)",0
facebook_corpus_msr_300698,Naksalwad ko rokna garuri hai,0
facebook_corpus_msr_302044,ग्राहकों को मिलने वाले ऑफर्स और डिस्काउंट भी घाटे की वजह में शामिल...,0
facebook_corpus_msr_319110,"मेरठ में नेशनल शूटर के घर छापा, 1 करोड़ कैश के साथ नील गाय और दूसरे जानवरों का 170 किलो मांस बरामद...",0
facebook_corpus_msr_319238,life ho to Salman bhi jaisi .,0
facebook_corpus_msr_319239,jisko bhi nhi dekhna amt dekhe mai to dekhungaa 3no kaans ki movis,0
facebook_corpus_msr_319240,Bahubali movie k samne ye chu#@$pa lg rha hai,0
facebook_corpus_msr_319243,Bahubali Toh Dekhle.,0
facebook_corpus_msr_319245,Faltu hoga,0
facebook_corpus_msr_319246,3khan ki philm nahi dekhana kou,0
facebook_corpus_msr_319432,"मुंबई इंडियंस ने गुजरात लायन्स को हराया, सुपर ओवर से हुआ मैच का फैसला",0
